,idx
MIR4310,14980
MIR4311,14981
MIR4312,14982
MIR4313,14983
MIR4314,14984
MIR4315-1,14985
MIR4315-2,14986
MIR4316,14987
MIR4317,14988
MIR4318,14989
MIR4319,14990
MIR4320,14991
MIR4321,14992
MIR4322,14993
MIR4323,14994
MIR4324,14995
MIR4325,14996
MIR4326,14997
MIR4327,14998
MIR4328,14999
MIR4329,15000
MIR4330,15001
MIR4418,15002
MIR4420,15003
MIR4421,15004
MIR4422,15005
MIR4422HG,15006
MIR4423,15007
MIR4424,15008
MIR4425,15009
MIR4426,15010
MIR4427,15011
MIR4428,15012
MIR4429,15013
MIR4430,15014
MIR4431,15015
MIR4432,15016
MIR4432HG,15017
MIR4433A,15018
MIR4433B,15019
MIR4434,15020
MIR4435-1,15021
MIR4435-2,15022
MIR4435-2HG,15023
MIR4436A,15024
MIR4436B1,15025
MIR4436B2,15026
MIR4437,15027
MIR4438,15028
MIR4439,15029
MIR4440,15030
MIR4441,15031
MIR4442,15032
MIR4443,15033
MIR4444-1,15034
MIR4444-2,15035
MIR4445,15036
MIR4446,15037
MIR4447,15038
MIR4448,15039
MIR4449,15040
MIR4450,15041
MIR4451,15042
MIR4452,15043
MIR4453,15044
MIR4453HG,15045
MIR4454,15046
MIR4455,15047
MIR4456,15048
MIR4457,15049
MIR4458,15050
MIR4458HG,15051
MIR4460,15052
MIR4462,15053
MIR4463,15054
MIR4464,15055
MIR4465,15056
MIR4466,15057
MIR4467,15058
MIR4468,15059
MIR4469,15060
MIR4470,15061
MIR4471,15062
MIR4472-1,15063
MIR4472-2,15064
MIR4473,15065
MIR4474,15066
MIR4475,15067
MIR4476,15068
MIR4477A,15069
MIR4477B,15070
MIR4478,15071
MIR4479,15072
MIR4480,15073
MIR4481,15074
MIR4482,15075
MIR4483,15076
MIR4484,15077
MIR4485,15078
MIR4486,15079
MIR4487,15080
MIR4488,15081
MIR4489,15082
MIR4490,15083
MIR4491,15084
MIR4492,15085
MIR4493,15086
MIR4494,15087
MIR4495,15088
MIR4496,15089
MIR4497,15090
MIR4498,15091
MIR4499,15092
MIR4500,15093
MIR4500HG,15094
MIR4501,15095
MIR4502,15096
MIR4503,15097
MIR4504,15098
MIR4505,15099
MIR4506,15100
MIR4507,15101
MIR4508,15102
MIR4509-2,15103
MIR4509-3,15104
MIR4510,15105
MIR4511,15106
MIR4512,15107
MIR4513,15108
MIR4514,15109
MIR4515,15110
MIR4516,15111
MIR4517,15112
MIR4518,15113
MIR4519,15114
MIR4520-1,15115
MIR4520-2,15116
MIR4521,15117
MIR4522,15118
MIR4523,15119
MIR4524A,15120
MIR4524B,15121
MIR4525,15122
MIR4526,15123
MIR4527,15124
MIR4527HG,15125
MIR4528,15126
MIR4529,15127
MIR4530,15128
MIR4531,15129
MIR4533,15130
MIR4534,15131
MIR4535,15132
MIR4536-1,15133
MIR4536-2,15134
MIR4537,15135
MIR4538,15136
MIR4539,15137
MIR4540,15138
MIR4632,15139
MIR4633,15140
MIR4634,15141
MIR4635,15142
MIR4636,15143
MIR4637,15144
MIR4638,15145
MIR4639,15146
MIR4640,15147
MIR4641,15148
MIR4642,15149
MIR4643,15150
MIR4644,15151
MIR4645,15152
MIR4646,15153
MIR4647,15154
MIR4648,15155
MIR4649,15156
MIR4650-1,15157
MIR4650-2,15158
MIR4651,15159
MIR4652,15160
MIR4653,15161
MIR4654,15162
MIR4655,15163
MIR4656,15164
MIR4657,15165
MIR4658,15166
MIR4659A,15167
MIR4659B,15168
MIR4660,15169
MIR4661,15170
MIR4662A,15171
MIR4662B,15172
MIR4663,15173
MIR4664,15174
MIR4665,15175
MIR4666A,15176
MIR4666B,15177
MIR4667,15178
MIR4668,15179
MIR4669,15180
MIR4670,15181
MIR4671,15182
MIR4672,15183
MIR4673,15184
MIR4674,15185
MIR4675,15186
MIR4676,15187
MIR4677,15188
MIR4678,15189
MIR4679-1,15190
MIR4679-2,15191
MIR4680,15192
MIR4681,15193
MIR4682,15194
MIR4683,15195
MIR4684,15196
MIR4685,15197
MIR4686,15198
MIR4687,15199
MIR4688,15200
MIR4689,15201
MIR4690,15202
MIR4691,15203
MIR4692,15204
MIR4693,15205
MIR4694,15206
MIR4695,15207
MIR4696,15208
MIR4697,15209
MIR4698,15210
MIR4699,15211
MIR4700,15212
MIR4701,15213
MIR4703,15214
MIR4704,15215
MIR4705,15216
MIR4706,15217
MIR4707,15218
MIR4708,15219
MIR4709,15220
MIR4710,15221
MIR4711,15222
MIR4712,15223
MIR4713,15224
MIR4713HG,15225
MIR4714,15226
MIR4715,15227
MIR4716,15228
MIR4717,15229
MIR4718,15230
MIR4719,15231
MIR4720,15232
MIR4721,15233
MIR4722,15234
MIR4723,15235
MIR4724,15236
MIR4725,15237
MIR4726,15238
MIR4727,15239
MIR4728,15240
MIR4729,15241
MIR4730,15242
MIR4731,15243
MIR4732,15244
MIR4733,15245
MIR4733HG,15246
MIR4734,15247
MIR4735,15248
MIR4736,15249
MIR4737,15250
MIR4738,15251
MIR4739,15252
MIR4740,15253
MIR4741,15254
MIR4742,15255
MIR4743,15256
MIR4744,15257
MIR4745,15258
MIR4746,15259
MIR4747,15260
MIR4748,15261
MIR4749,15262
MIR4750,15263
MIR4751,15264
MIR4752,15265
MIR4753,15266
MIR4754,15267
MIR4755,15268
MIR4756,15269
MIR4757,15270
MIR4758,15271
MIR4759,15272
MIR4760,15273
MIR4761,15274
MIR4762,15275
MIR4763,15276
MIR4764,15277
MIR4765,15278
MIR4766,15279
MIR4767,15280
MIR4768,15281
MIR4769,15282
MIR4770,15283
MIR4771-1,15284
MIR4771-2,15285
MIR4772,15286
MIR4773-1,15287
MIR4774,15288
MIR4775,15289
MIR4776-1,15290
MIR4776-2,15291
MIR4777,15292
MIR4778,15293
MIR4779,15294
MIR4780,15295
MIR4781,15296
MIR4782,15297
MIR4783,15298
MIR4784,15299
MIR4785,15300
MIR4786,15301
MIR4787,15302
MIR4788,15303
MIR4789,15304
MIR4790,15305
MIR4791,15306
MIR4793,15307
MIR4794,15308
MIR4795,15309
MIR4796,15310
MIR4797,15311
MIR4798,15312
MIR4799,15313
MIR4800,15314
MIR4801,15315
MIR4802,15316
MIR4803,15317
MIR4804,15318
MIR4999,15319
MIR5000,15320
MIR5001,15321
MIR5002,15322
MIR5003,15323
MIR5004,15324
MIR5006,15325
MIR5007,15326
MIR5008,15327
MIR5009,15328
MIR5010,15329
MIR5011,15330
MIR5047,15331
MIR5087,15332
MIR5088,15333
MIR5089,15334
MIR5090,15335
MIR5091,15336
MIR5092,15337
MIR5093,15338
MIR5094,15339
MIR5100,15340
MIR5186,15341
MIR5187,15342
MIR5188,15343
MIR5189,15344
MIR5190,15345
MIR5191,15346
MIR5192,15347
MIR5193,15348
MIR5194,15349
MIR5195,15350
MIR5196,15351
MIR5197,15352
MIR5571,15353
MIR5572,15354
MIR5579,15355
MIR5580,15356
MIR5581,15357
MIR5582,15358
MIR5583-1,15359
MIR5583-2,15360
MIR5584,15361
MIR5585,15362
MIR5586,15363
MIR5587,15364
MIR5588,15365
MIR5589,15366
MIR5590,15367
MIR5591,15368
MIR5680,15369
MIR5681A,15370
MIR5681B,15371
MIR5682,15372
MIR5683,15373
MIR5684,15374
MIR5685,15375
MIR5687,15376
MIR5688,15377
MIR5689,15378
MIR5689HG,15379
MIR5690,15380
MIR5691,15381
MIR5692A1,15382
MIR5692A2,15383
MIR5692B,15384
MIR5692C1,15385
MIR5692C2,15386
MIR5693,15387
MIR5694,15388
MIR5695,15389
MIR5696,15390
MIR5697,15391
MIR5698,15392
MIR5699,15393
MIR5700,15394
MIR5701-1,15395
MIR5701-2,15396
MIR5701-3,15397
MIR5702,15398
MIR5703,15399
MIR5704,15400
MIR5705,15401
MIR5706,15402
MIR5707,15403
MIR5708,15404
MIR5739,15405
MIR5787,15406
MIR6068,15407
MIR6069,15408
MIR6070,15409
MIR6071,15410
MIR6072,15411
MIR6073,15412
MIR6074,15413
MIR6075,15414
MIR6076,15415
MIR6077,15416
MIR6078,15417
MIR6079,15418
MIR6080,15419
MIR6081,15420
MIR6082,15421
MIR6083,15422
MIR6084,15423
MIR6085,15424
MIR6086,15425
MIR6088,15426
MIR6089,15427
MIR6090,15428
MIR6124,15429
MIR6125,15430
MIR6126,15431
MIR6127,15432
MIR6128,15433
MIR6129,15434
MIR6130,15435
MIR6131,15436
MIR6132,15437
MIR6133,15438
MIR6134,15439
MIR6165,15440
MIR6499,15441
MIR6500,15442
MIR6501,15443
MIR6502,15444
MIR6503,15445
MIR6504,15446
MIR6505,15447
MIR6506,15448
MIR6507,15449
MIR6508,15450
MIR6509,15451
MIR6510,15452
MIR6511B1,15453
MIR6512,15454
MIR6513,15455
MIR6514,15456
MIR6515,15457
MIR6516,15458
MIR6715A,15459
MIR6715B,15460
MIR6716,15461
MIR6717,15462
MIR6718,15463
MIR6719,15464
MIR6720,15465
MIR6721,15466
MIR6722,15467
MIR6724-1,15468
MIR6724-3,15469
MIR6726,15470
MIR6727,15471
MIR6728,15472
MIR6729,15473
MIR6730,15474
MIR6731,15475
MIR6732,15476
MIR6733,15477
MIR6734,15478
MIR6735,15479
MIR6736,15480
MIR6737,15481
MIR6738,15482
MIR6739,15483
MIR6740,15484
MIR6741,15485
MIR6742,15486
MIR6743,15487
MIR6744,15488
MIR6745,15489
MIR6746,15490
MIR6747,15491
MIR6748,15492
MIR6749,15493
MIR6750,15494
MIR6751,15495
MIR6752,15496
MIR6753,15497
MIR6754,15498
MIR6755,15499
MIR6756,15500
MIR6757,15501
MIR6758,15502
MIR6759,15503
MIR6760,15504
MIR6761,15505
MIR6762,15506
MIR6763,15507
MIR6764,15508
MIR6765,15509
MIR6766,15510
MIR6767,15511
MIR6768,15512
MIR6769A,15513
MIR6769B,15514
MIR6770-1,15515
MIR6771,15516
MIR6772,15517
MIR6773,15518
MIR6774,15519
MIR6775,15520
MIR6776,15521
MIR6777,15522
MIR6778,15523
MIR6779,15524
MIR6780A,15525
MIR6780B,15526
MIR6781,15527
MIR6782,15528
MIR6783,15529
MIR6784,15530
MIR6785,15531
MIR6786,15532
MIR6787,15533
MIR6788,15534
MIR6789,15535
MIR6790,15536
MIR6791,15537
MIR6792,15538
MIR6793,15539
MIR6794,15540
MIR6795,15541
MIR6796,15542
MIR6797,15543
MIR6798,15544
MIR6799,15545
MIR6800,15546
MIR6801,15547
MIR6802,15548
MIR6803,15549
MIR6804,15550
MIR6805,15551
MIR6806,15552
MIR6807,15553
MIR6808,15554
MIR6809,15555
MIR6810,15556
MIR6811,15557
MIR6812,15558
MIR6813,15559
MIR6814,15560
MIR6815,15561
MIR6816,15562
MIR6817,15563
MIR6818,15564
MIR6819,15565
MIR6820,15566
MIR6821,15567
MIR6822,15568
MIR6823,15569
MIR6824,15570
MIR6825,15571
MIR6826,15572
MIR6827,15573
MIR6828,15574
MIR6829,15575
MIR6830,15576
MIR6831,15577
MIR6832,15578
MIR6833,15579
MIR6834,15580
MIR6835,15581
MIR6836,15582
MIR6837,15583
MIR6838,15584
MIR6839,15585
MIR6840,15586
MIR6841,15587
MIR6842,15588
MIR6843,15589
MIR6844,15590
MIR6846,15591
MIR6847,15592
MIR6848,15593
MIR6849,15594
MIR6850,15595
MIR6851,15596
MIR6852,15597
MIR6853,15598
MIR6854,15599
MIR6855,15600
MIR6856,15601
MIR6857,15602
MIR6858,15603
MIR6859-1,15604
MIR6859-2,15605
MIR6859-3,15606
MIR6859-4,15607
MIR6860,15608
MIR6861,15609
MIR6862-1,15610
MIR6862-2,15611
MIR6863,15612
MIR6864,15613
MIR6865,15614
MIR6866,15615
MIR6867,15616
MIR6868,15617
MIR6869,15618
MIR6870,15619
MIR6871,15620
MIR6872,15621
MIR6873,15622
MIR6874,15623
MIR6875,15624
MIR6876,15625
MIR6877,15626
MIR6878,15627
MIR6879,15628
MIR6880,15629
MIR6881,15630
MIR6882,15631
MIR6883,15632
MIR6884,15633
MIR6885,15634
MIR6886,15635
MIR6887,15636
MIR6888,15637
MIR6889,15638
MIR6890,15639
MIR6891,15640
MIR6892,15641
MIR6893,15642
MIR6894,15643
MIR6895,15644
MIR7106,15645
MIR7107,15646
MIR7108,15647
MIR7109,15648
MIR7110,15649
MIR7111,15650
MIR7112,15651
MIR7113,15652
MIR7114,15653
MIR7150,15654
MIR7151,15655
MIR7152,15656
MIR7153,15657
MIR7154,15658
MIR7155,15659
MIR7156,15660
MIR7157,15661
MIR7158,15662
MIR7159,15663
MIR7160,15664
MIR7161,15665
MIR7162,15666
MIR7515,15667
MIR7515HG,15668
MIR7702,15669
MIR7703,15670
MIR7704,15671
MIR7705,15672
MIR7706,15673
MIR7843,15674
MIR7844,15675
MIR7845,15676
MIR7846,15677
MIR7847,15678
MIR7848,15679
MIR7849,15680
MIR7850,15681
MIR7851,15682
MIR7852,15683
MIR7853,15684
MIR7854,15685
MIR7855,15686
MIR7856,15687
MIR7973-1,15688
MIR7973-2,15689
MIR7974,15690
MIR7975,15691
MIR7976,15692
MIR7977,15693
MIR7978,15694
MIR8052,15695
MIR8053,15696
MIR8054,15697
MIR8055,15698
MIR8056,15699
MIR8057,15700
MIR8058,15701
MIR8059,15702
MIR8060,15703
MIR8061,15704
MIR8062,15705
MIR8063,15706
MIR8064,15707
MIR8065,15708
MIR8066,15709
MIR8067,15710
MIR8068,15711
MIR8070,15712
MIR8071-1,15713
MIR8071-2,15714
MIR8072,15715
MIR8073,15716
MIR8074,15717
MIR8075,15718
MIR8076,15719
MIR8077,15720
MIR8078,15721
MIR8079,15722
MIR8080,15723
MIR8081,15724
MIR8082,15725
MIR8083,15726
MIR8084,15727
MIR8085,15728
MIR8086,15729
MIR8087,15730
MIR8088,15731
MIR8089,15732
MIR8485,15733
MIR9500,15734
MIR12122,15735
MIR12136,15736
MIRLET7A1,15737
MIRLET7A1HG,15738
MIRLET7A2,15739
MIRLET7A3,15740
MIRLET7B,15741
MIRLET7BHG,15742
MIRLET7C,15743
MIRLET7D,15744
MIRLET7E,15745
MIRLET7F1,15746
MIRLET7F2,15747
MIRLET7G,15748
MIRLET7I,15749
MIRLET7IHG,15750
MIS12,15751
MIS18A,15752
MIS18A-AS1,15753
MIS18BP1,15754
MISFA,15755
MISP,15756
MISP3,15757
MITD1,15758
MITF,15759
MIX23,15760
MIXL1,15761
MKI67,15762
MKKS,15763
MKLN1,15764
MKLN1-AS,15765
MKNK1,15766
MKNK1-AS1,15767
MKNK2,15768
MKRN1,15769
MKRN2,15770
MKRN2OS,15771
MKRN3,15772
MKS1,15773
MKX,15774
MKX-AS1,15775
MLANA,15776
MLC1,15777
MLEC,15778
MLF1,15779
MLF1-DT,15780
MLF2,15781
MLH1,15782
MLH3,15783
MLIP,15784
MLIP-AS1,15785
MLIP-IT1,15786
MLKL,15787
MLLT1,15788
MLLT3,15789
MLLT6,15790
MLLT10,15791
MLLT11,15792
MLN,15793
MLNR,15794
MLPH,15795
MLST8,15796
MLX,15797
MLXIP,15798
MLXIPL,15799
MLYCD,15800
MMAA,15801
MMAB,15802
MMACHC,15803
MMADHC,15804
MMADHC-DT,15805
MMD,15806
MMD2,15807
MME,15808
MME-AS1,15809
MMEL1,15810
MMEL1-AS1,15811
MMGT1,15812
MMP1,15813
MMP2,15814
MMP2-AS1,15815
MMP3,15816
MMP7,15817
MMP8,15818
MMP9,15819
MMP10,15820
MMP11,15821
MMP12,15822
MMP13,15823
MMP14,15824
MMP15,15825
MMP16,15826
MMP17,15827
MMP19,15828
MMP20,15829
MMP20-AS1,15830
MMP21,15831
MMP23B,15832
MMP24,15833
MMP24OS,15834
MMP25,15835
MMP25-AS1,15836
MMP26,15837
MMP27,15838
MMP28,15839
MMRN1,15840
MMRN2,15841
MMS19,15842
MMS22L,15843
MMUT,15844
MN1,15845
MNAT1,15846
MND1,15847
MNDA,15848
MNS1,15849
MNT,15850
MNX1,15851
MNX1-AS1,15852
MNX1-AS2,15853
MOAP1,15854
MOB1A,15855
MOB1B,15856
MOB2,15857
MOB3A,15858
MOB3B,15859
MOB3C,15860
MOB4,15861
MOBP,15862
MOCOS,15863
MOCS1,15864
MOCS2,15865
MOCS2-DT,15866
MOCS3,15867
MOG,15868
MOGAT1,15869
MOGAT2,15870
MOGAT3,15871
MOGS,15872
MOK,15873
MON1A,15874
MON1B,15875
MON2,15876
MON2-AS1,15877
MORC1,15878
MORC1-AS1,15879
MORC2,15880
MORC2-AS1,15881
MORC3,15882
MORC4,15883
MORF4L1,15884
MORF4L2,15885
MORF4L2-AS1,15886
MORN1,15887
MORN2,15888
MORN3,15889
MORN4,15890
MORN5,15891
MOS,15892
MOSMO,15893
MOSPD1,15894
MOSPD2,15895
MOSPD3,15896
MOV10,15897
MOV10L1,15898
MOXD1,15899
MPC1,15900
MPC1-DT,15901
MPC1L,15902
MPC2,15903
MPDU1,15904
MPDU1-AS1,15905
MPDZ,15906
MPEG1,15907
MPG,15908
MPHOSPH6,15909
MPHOSPH6-DT,15910
MPHOSPH8,15911
MPHOSPH9,15912
MPHOSPH10,15913
MPI,15914
MPIG6B,15915
MPL,15916
MPLKIP,15917
MPND,15918
MPO,15919
MPP1,15920
MPP2,15921
MPP3,15922
MPP4,15923
MPP7,15924
MPP7-DT,15925
MPPE1,15926
MPPED1,15927
MPPED2,15928
MPPED2-AS1,15929
MPRIP,15930
MPRIP-AS1,15931
MPST,15932
MPV17,15933
MPV17L,15934
MPV17L2,15935
MPZ,15936
MPZL1,15937
MPZL2,15938
MPZL3,15939
MR1,15940
MRAP,15941
MRAP-AS1,15942
MRAP2,15943
MRAS,15944
MRC1,15945
MRC2,15946
MRE11,15947
MREG,15948
MRFAP1,15949
MRFAP1L1,15950
MRGBP,15951
MRGPRD,15952
MRGPRE,15953
MRGPRF,15954
MRGPRF-AS1,15955
MRGPRG,15956
MRGPRG-AS1,15957
MRGPRX1,15958
MRGPRX2,15959
MRGPRX3,15960
MRGPRX4,15961
MRI1,15962
MRLN,15963
MRM1,15964
MRM2,15965
MRM3,15966
MRNIP,15967
MRNIP-DT,15968
MRO,15969
MROCKI,15970
MROH1,15971
MROH2A,15972
MROH2B,15973
MROH5,15974
MROH6,15975
MROH7,15976
MROH7-TTC4,15977
MROH8,15978
MROH9,15979
MRPL1,15980
MRPL2,15981
MRPL3,15982
MRPL4,15983
MRPL9,15984
MRPL10,15985
MRPL11,15986
MRPL12,15987
MRPL13,15988
MRPL14,15989
MRPL15,15990
MRPL16,15991
MRPL17,15992
MRPL18,15993
MRPL19,15994
MRPL20,15995
MRPL20-AS1,15996
MRPL20-DT,15997
MRPL21,15998
MRPL22,15999
MRPL23,16000
MRPL23-AS1,16001
MRPL24,16002
MRPL27,16003
MRPL28,16004
MRPL30,16005
MRPL32,16006
MRPL33,16007
MRPL34,16008
MRPL35,16009
MRPL36,16010
MRPL37,16011
MRPL38,16012
MRPL39,16013
MRPL40,16014
MRPL41,16015
MRPL42,16016
MRPL43,16017
MRPL44,16018
MRPL45,16019
MRPL46,16020
MRPL47,16021
MRPL48,16022
MRPL49,16023
MRPL50,16024
MRPL51,16025
MRPL52,16026
MRPL53,16027
MRPL54,16028
MRPL55,16029
MRPL57,16030
MRPL58,16031
MRPS2,16032
MRPS5,16033
MRPS6,16034
MRPS7,16035
MRPS9,16036
MRPS9-AS1,16037
MRPS9-AS2,16038
MRPS10,16039
MRPS11,16040
MRPS12,16041
MRPS14,16042
MRPS15,16043
MRPS16,16044
MRPS17,16045
MRPS18A,16046
MRPS18B,16047
MRPS18C,16048
MRPS21,16049
MRPS22,16050
MRPS23,16051
MRPS24,16052
MRPS25,16053
MRPS26,16054
MRPS27,16055
MRPS28,16056
MRPS30,16057
MRPS30-DT,16058
MRPS31,16059
MRPS33,16060
MRPS34,16061
MRPS35,16062
MRPS35-DT,16063
MRPS36,16064
KGD4,16064
MRRF,16065
MRS2,16066
MRTFA,16067
MRTFA-AS1,16068
MRTFB,16069
MRTO4,16070
MS4A1,16071
MS4A2,16072
MS4A3,16073
MS4A4A,16074
MS4A4E,16075
MS4A5,16076
MS4A6A,16077
MS4A6E,16078
MS4A7,16079
MS4A8,16080
MS4A10,16081
MS4A12,16082
MS4A13,16083
MS4A14,16084
MS4A15,16085
MS4A18,16086
MSANTD1,16087
MSANTD2,16088
MSANTD2-AS1,16089
MSANTD3,16090
MSANTD3-TMEFF1,16091
MSANTD4,16092
MSANTD5,16093
MSC,16094
MSC-AS1,16095
MSGN1,16096
MSH2,16097
MSH2-OT1,16098
MSH3,16099
MSH4,16100
MSH5,16101
MSH5-SAPCD1,16102
MSH6,16103
MSI1,16104
MSI2,16105
MSL1,16106
MSL2,16107
MSL3,16108
MSLN,16109
MSMB,16110
MSMO1,16111
MSMP,16112
MSN,16113
MSR1,16114
MSRA,16115
MSRA-DT,16116
MSRB1,16117
MSRB2,16118
MSRB3,16119
MSRB3-AS1,16120
MSS51,16121
MST1,16122
MST1R,16123
MSTN,16124
MSTO1,16125
MSX1,16126
MSX2,16127
MT-ATP6,16128
MT-ATP8,16129
MT-CO1,16130
MT-CO2,16131
MT-CO3,16132
MT-CYB,16133
MT-ND1,16134
MT-ND2,16135
MT-ND3,16136
MT-ND4,16137
MT-ND4L,16138
MT-ND5,16139
MT-ND6,16140
MT-RNR1,16141
MT-RNR2,16142
MT-TA,16143
MT-TC,16144
MT-TD,16145
MT-TE,16146
MT-TF,16147
MT-TG,16148
MT-TH,16149
MT-TI,16150
MT-TK,16151
MT-TL1,16152
MT-TL2,16153
MT-TM,16154
MT-TN,16155
MT-TP,16156
MT-TQ,16157
MT-TR,16158
MT-TS1,16159
MT-TS2,16160
MT-TT,16161
MT-TV,16162
MT-TW,16163
MT-TY,16164
MT1A,16165
MT1B,16166
MT1E,16167
MT1F,16168
MT1G,16169
MT1H,16170
MT1HL1,16171
MT1M,16172
MT1X,16173
MT2A,16174
MT3,16175
MT4,16176
MTA1,16177
MTA1-DT,16178
MTA2,16179
MTA3,16180
MTAP,16181
MTARC1,16182
MTARC2,16183
MTBP,16184
MTCH1,16185
MTCH2,16186
MTCL1,16187
MTCP1,16188
MTDH,16189
MTERF1,16190
MTERF2,16191
MTERF3,16192
MTERF4,16193
MTF1,16194
MTF2,16195
MTFMT,16196
MTFP1,16197
MTFR1,16198
MTFR1L,16199
MTFR2,16200
MTG1,16201
MTG2,16202
MTHFD1,16203
MTHFD1L,16204
MTHFD2,16205
MTHFD2L,16206
MTHFR,16207
MTHFS,16208
MTHFSD,16209
MTIF2,16210
MTIF3,16211
MTLN,16212
MTM1,16213
MTMR1,16214
MTMR2,16215
MTMR3,16216
MTMR4,16217
MTMR6,16218
MTMR7,16219
MTMR8,16220
MTMR9,16221
MTMR10,16222
MTMR11,16223
MTMR12,16224
MTMR14,16225
MTNR1A,16226
MTNR1B,16227
MTO1,16228
MTOR,16229
MTOR-AS1,16230
MTPAP,16231
MTPN,16232
MTR,16233
MTRES1,16234
MTREX,16235
MTRF1,16236
MTRF1L,16237
MTRFR,16238
MTRR,16239
MTSS1,16240
MTSS2,16241
MTTP,16242
MTURN,16243
MTUS1,16244
MTUS1-DT,16245
MTUS2,16246
MTUS2-AS1,16247
MTUS2-AS2,16248
MTX1,16249
MTX2,16250
MTX3,16251
MUC1,16252
MUC2,16253
MUC3A,16254
MUC4,16255
MUC5AC,16256
MUC5B,16257
MUC5B-AS1,16258
MUC6,16259
MUC7,16260
MUC8,16261
MUC12,16262
MUC12-AS1,16263
MUC13,16264
MUC15,16265
MUC16,16266
MUC17,16267
MUC19,16268
MUC20,16269
MUC20-OT1,16270
MUC21,16271
MUC22,16272
MUCL1,16273
MUCL3,16274
MUL1,16275
MUS81,16276
MUSK,16277
MUSTN1,16278
MUTYH,16279
MVB12A,16280
MVB12B,16281
MVD,16282
MVK,16283
MVP,16284
MVP-DT,16285
MX1,16286
MX2,16287
MXD1,16288
MXD3,16289
MXD4,16290
MXI1,16291
MXRA5,16292
MXRA7,16293
MXRA8,16294
MYADM,16295
MYADM-AS1,16296
MYADML2,16297
MYB,16298
MYB-AS1,16299
MYBBP1A,16300
MYBL1,16301
MYBL2,16302
MYBPC1,16303
MYBPC2,16304
MYBPC3,16305
MYBPH,16306
MYBPHL,16307
MYC,16308
MYCBP,16309
MYCBP2,16310
MYCBP2-AS1,16311
MYCBP2-AS2,16312
MYCBPAP,16313
MYCL,16314
MYCL-AS1,16315
MYCN,16316
MYCNOS,16317
MYCNUT,16318
MYCT1,16319
MYD88,16320
MYDGF,16321
MYEF2,16322
MYEOV,16323
MYF5,16324
MYF6,16325
MYG1,16326
MYG1-AS1,16327
MYH1,16328
MYH2,16329
MYH3,16330
MYH4,16331
MYH6,16332
MYH7,16333
MYH7B,16334
MYH8,16335
MYH9,16336
MYH9-DT,16337
MYH10,16338
MYH11,16339
MYH13,16340
MYH14,16341
MYH15,16342
MYHAS,16343
MYL1,16344
MYL2,16345
MYL3,16346
MYL4,16347
MYL5,16348
MYL6,16349
MYL6B,16350
MYL6B-AS1,16351
MYL7,16352
MYL9,16353
MYL10,16354
MYL11,16355
MYL12-AS1,16356
MYL12A,16357
MYL12B,16358
MYLIP,16359
MYLK,16360
MYLK-AS1,16361
MYLK-AS2,16362
MYLK2,16363
MYLK3,16364
MYLK4,16365
MYMK,16366
MYMX,16367
MYNN,16368
MYO1A,16369
MYO1B,16370
MYO1B-AS1,16371
MYO1C,16372
MYO1D,16373
MYO1D-DT,16374
MYO1E,16375
MYO1F,16376
MYO1G,16377
MYO1H,16378
MYO3A,16379
MYO3B,16380
MYO3B-AS1,16381
MYO5A,16382
MYO5B,16383
MYO5C,16384
MYO6,16385
MYO7A,16386
MYO7B,16387
MYO9A,16388
MYO9B,16389
MYO10,16390
MYO15A,16391
MYO15B,16392
MYO16,16393
MYO16-AS1,16394
MYO16-AS2,16395
MYO18A,16396
MYO18B,16397
MYO18B-AS1,16398
MYO19,16399
MYOC,16400
MYOCD,16401
MYOCD-AS1,16402
MYOCOS,16403
MYOD1,16404
MYOF,16405
MYOG,16406
MYOM1,16407
MYOM2,16408
MYOM3,16409
MYOM3-AS1,16410
MYOPARR,16411
MYORG,16412
MYOSLID,16413
MYOSLID-AS1,16414
MYOT,16415
MYOZ1,16416
MYOZ2,16417
MYOZ3,16418
MYOZ3-AS1,16419
MYPN,16420
MYPOP,16421
MYRF,16422
MYRF-AS1,16423
MYRFL,16424
MYRIP,16425
MYSM1,16426
MYT1,16427
MYT1L,16428
MYT1L-AS1,16429
MYZAP,16430
MZB1,16431
MZF1,16432
MZF1-AS1,16433
MZT1,16434
MZT2A,16435
MZT2B,16436
N4BP1,16437
N4BP2,16438
N4BP2L1,16439
N4BP2L2,16440
N4BP2L2-IT2,16441
N4BP3,16442
N6AMT1,16443
NAA10,16444
NAA11,16445
NAA15,16446
NAA16,16447
NAA20,16448
NAA25,16449
NAA30,16450
NAA35,16451
NAA38,16452
NAA40,16453
NAA50,16454
NAA60,16455
NAA80,16456
NAAA,16457
NAALAD2,16458
NAALADL1,16459
NAALADL2,16460
NAALADL2-AS1,16461
NAALADL2-AS2,16462
NAALADL2-AS3,16463
NAB1,16464
NAB2,16465
NABP1,16466
NABP2,16467
NACA,16468
NACA2,16469
NACAD,16470
NACC1,16471
NACC2,16472
NADK,16473
NADK2,16474
NADK2-AS1,16475
NADSYN1,16476
NAE1,16477
NAF1,16478
NAGA,16479
NAGK,16480
NAGLU,16481
NAGPA,16482
NAGPA-AS1,16483
NAGS,16484
NAIF1,16485
NAIP,16486
NALCN,16487
NALCN-AS1,16488
NALF1,16489
NALF1-IT1,16490
NALF2,16491
NALT1,16492
NAMA,16493
NAMPT,16494
NAMPT-AS1,16495
NANOG,16496
NANOGNB,16497
NANOGP8,16498
NANOS1,16499
NANOS2,16500
